page,title,description,bedrooms,bathrooms,toilets,garage,location,city,price
149,Newly Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Opic, Isheri North, Lagos",North,1400000
149,Clean And Lovely 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,1,"Alagomeji, Yaba, Lagos",Yaba,1200000
149,Nice And Lovely 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,1,"Alagomeji, Yaba, Lagos",Yaba,1300000
149,Decent 3 Bedroom Flat Upstairs Behind A Duplex,3 bedroom flat / apartment for rent,3,3,3,5,"Vincent Street Off Oluwadare, Fola Agoro, Yaba, Lagos",Yaba,1200000
149,Lovely 3 Bedroom Flat With A Room Bq,3 bedroom flat / apartment for rent,3,3,4,4,"Professor Kunmi Street, Off Akuzu, By Omorinre Johnson, Lekki Phase 1, Lekki, Lagos",Lekki,4000000
149,Decent Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Off Goodluck Street, Ori-oke, Ogudu, Lagos",Ogudu,500000
149,Standard 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,5,"Fountain Estate, Badore, Ajah, Lagos",Ajah,950000
149,Decent Mini Flat In A Nice Location,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Higher Ground Estate, Opposite Sangotedo Market, Sangotedo, Ajah, Lagos",Ajah,500000
149,"Decent 3 Bedroom Flat, In A Serene Location",3 bedroom flat / apartment for rent,3,3,4,0,"Seaside Estate, Badore, Ajah, Lagos",Ajah,1000000
149,Furnished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,2,4,0,"Ikoyi, Lagos",Ikoyi,15000000
149,New And Standard Two Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"View Point Estate, Lekki Expressway, Lekki, Lagos",Lekki,2000000
149,Serviced Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,2400000
150,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
150,Newly Built Luxury 3 Bedroom Flat With A Room Bq,3 bedroom flat / apartment for rent,3,3,4,3,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
150,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Lekki Phase 1, Lekki, Lagos",Lekki,2400000
150,Newly Built 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Banana Island, Ikoyi, Lagos",Ikoyi,15000000
150,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Sangotedo, Ajah, Lagos",Ajah,1000000
150,Fully Serviced Luxury 3 And 2 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
150,A Newly Renovated Portable Roomself,Self contain (single rooms) for rent,0,1,1,1,"Off Adekunle Kuye, Surulere, Lagos",Surulere,300000
150,Fully Serviced Executive 2-bedroom Penthouse,2 bedroom flat / apartment for rent,2,2,3,0,"Off Oladimeji Alo Street, Lekki, Lagos",Lekki,3000000
150,Executive 2 Bedroom Flat All Rooms Ensuite,2 bedroom flat / apartment for rent,2,2,3,2,"Off Cole Street Ikate, Surulere, Lagos",Surulere,1200000
150,A Good And Neat House,3 bedroom flat / apartment for rent,3,3,4,0,"Lekki Phase 1 Lagos, Lekki Phase 1, Lekki, Lagos",Lekki,10000000
150,Duplex Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Marwa, Lekki Phase 1, Lagos, Lekki Phase 1, Lekki, Lagos",Lekki,2100000
150,A Spacious Room Self Contained Apartment In An Accessible Area,Self contain (single rooms) for rent,0,1,1,0,"Apata Street, Onipanu, Shomolu, Lagos",Shomolu,400000
150,Fully Serviced 3 Bedroom Flat + Bq,3 bedroom flat / apartment for rent,3,4,4,4,"Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,3500000
150,A Clean And Decent 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Off Ogunlana, Surulere, Lagos",Surulere,1500000
150,2 Bedroom Duplex,2 bedroom flat / apartment for rent,2,2,3,4,"Olowora, Magodo, Lagos",Magodo,1700000
150,Newly Renovated Mini Flat In A Serene Environment At Fagba Agege Lagos,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Off Jonathan Coker Road Fagba Agege, Agege, Lagos",Agege,400000
150,Fully Serviced 2 Bedroom Apartment + Study Room,2 bedroom flat / apartment for rent,2,2,2,3,"Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,3500000
150,Brand New Mini Flat In An Estate,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"In An Estate, Sangotedo, Ajah, Lagos",Ajah,700000
150,Two Bedroom Flat With Necessary Facilities,2 bedroom flat / apartment for rent,2,2,2,8,"Mechanic Village, Agric, Ikorodu, Lagos",Ikorodu,400000
150,Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"In An Estate, Ajah, Lagos",Ajah,950000
150,Luxury 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,4,3,"Off Fola Osibo, Lekki, Lagos",Lekki,3000000
151,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
151,Room And Parlour Self Contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,6,"Awoyaya Area, Awoyaya, Ibeju Lekki, Lagos",Lekki,450000
151,A Very Spacious Self Contain Room And Parlour,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Agungi, Lekki, Lagos",Lekki,1700000
151,Luxury 3bedroom Apartment With Pool & Gym,3 bedroom flat / apartment for rent,3,3,4,0,"Nike Arts Gallery Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,4500000
151,Executive 2 Bedroom Flat All Roomensuit,2 bedroom flat / apartment for rent,2,2,3,2,"Cole Street, Ikate, Surulere, Lagos",Surulere,1200000
151,Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,3,0,"4 Th Avenue, Kera Estate Kajola Phase One, Ibeju Lekki, Lagos",Lekki,800000
151,"3 Bedroom Apartment,location: Ikoyi, Lagos,price: 6m",3 bedroom flat / apartment for rent,3,4,4,0,"Ikoyi, Lagos",Ikoyi,6000000
151,Luxury Furnished 4 Bedroom Apartment,4 bedroom flat / apartment for rent,4,3,3,0,"Ikate Elegushi, Lekki, Lagos",Lekki,7000000
151,Luxury 4 Bedroom Terrace,4 bedroom flat / apartment for rent,4,4,5,2,"Ikate, Lekki, Lagos",Lekki,5000000
151,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Lbs, Sangotedo, Ajah, Lagos",Ajah,1600000
151,Brand New 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,3,"Banana Island Road, Ikoyi, Lagos",Ikoyi,10000000
151,Luxury 2 Bedroom Serviced Flat With Excellent Facilities,2 bedroom flat / apartment for rent,2,1,1,2,"Meadow Hall Way, Horizon 2 Estate, Ikate, Lekki, Lagos",Lekki,4100000
151,A Room Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Seaside Estate, Ajah, Lagos",Ajah,300000
151,One Room Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Off Mobil Okeira, Ogba, Ikeja, Lagos",Ikeja,250000
151,Luxury Room Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Chevy View Estate Chevron, Lekki, Lagos",Lekki,800000
151,Lovely 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Osapa, Lekki, Lagos",Lekki,2000000
151,Luxury Room Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Chevyview Estate Chevron, Lekki, Lagos",Lekki,1200000
151,Luxury Semi Master Bedroom,Self contain (single rooms) for rent,0,1,1,1,"Chevyview Estate Chevron, Lekki, Lagos",Lekki,1300000
151,Spacious With Wardrobes 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,5,"Awoyaya, Ibeju Lekki, Lagos",Lekki,900000
151,Luxury Master Bedroom,Self contain (single rooms) for rent,0,1,1,1,"Chevyview Estate Chevron, Lekki, Lagos",Lekki,1500000
151,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,2,"Osapa, Lekki, Lagos",Lekki,2000000
152,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
152,An Excellent Water Front 2 Bedroom Flat Up For Grabs.,2 bedroom flat / apartment for rent,2,2,2,2,"Banana Island, Ikoyi, Lagos",Ikoyi,13000000
152,Luxury Room And Parlor,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Chevyview Estate Chevron, Lekki, Lagos",Lekki,1600000
152,Neatly Used Standard 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,5,"Awoyaya, Ibeju Lekki, Lagos",Lekki,1000000
152,Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,5,"Shasanya Street, Igbo Efon, Lekki, Lagos",Lekki,300000
152,Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Off Alexander Road, Ikoyi, Lagos",Ikoyi,12000000
152,Neatly Used Standard 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,5,"Awoyaya, Ibeju Lekki, Lagos",Lekki,1100000
152,Furnished Room Shared Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,1500000
152,Mini Flat,1 bedroom flat / apartment for rent,1,1,1,1,"Lekki, Lagos",Lekki,2000000
152,Luxury Room Self Contained,Self contain (single rooms) for rent,0,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,1400000
152,Luxury Two Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,0,"Lekki County, Ikota, Lekki, Lagos",Lekki,2000000
152,Luxury Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,2600000
152,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Thomas Estate, Ajiwe, Ajah, Lagos",Ajah,850000
152,Luxury Self Contained Apartment,Self contain (single rooms) for rent,0,1,1,1,"Lekki Phase 1, Lekki, Lagos",Lekki,1500000
152,Lovely Specious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,1,"Off Babs Animashaun, Surulere, Lagos",Surulere,1500000
152,Luxury Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,3000000
152,3 Bedroom Apartment With A Bq,3 bedroom flat / apartment for rent,3,3,4,0,"Oniru, Victoria Island (VI), Lagos",Victoria Island,6000000
152,Lovely Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Alausa, Ikeja, Lagos",Ikeja,700000
152,Newly Built Studio Apartment,1 bedroom flat / apartment for rent,1,1,1,0,"Ikate Elegushi, Lekki, Lagos",Lekki,800000
152,Miniflat In Epe Lagos,1 bedroom mini flat (room and parlour) for rent,1,1,1,3,"Epe, Lagos",Epe,220000
152,Standard 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,5,"Badore, Ajah, Lagos",Ajah,1000000
153,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
153,Very Sharp And Spacious 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,0,"Aptech Estate, Sangotedo, Ajah, Lagos",Ajah,1100000
153,One Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1300000
153,Luxury 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,0,"Badore, Ajah, Lagos",Ajah,1200000
153,Well Finished Fully Serviced 3 Bedroom Flat With A Room Bq,3 bedroom flat / apartment for rent,3,3,4,0,"Ikoyi, Lagos",Ikoyi,10000000
153,Decent Serviced 2 Bedroom Up Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Ifako, Gbagada, Lagos",Gbagada,1400000
153,Nice 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,3,"Omole Phase 2 Extension, Olowora, Magodo, Lagos",Magodo,1000000
153,Beautiful Shared Apartment,Self contain (single rooms) for rent,0,1,1,0,"Ado, Ajah, Lagos",Ajah,300000
153,Luxurious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,1,"Back Of Uba, Awoyaya, Ibeju Lekki, Lagos",Lekki,600000
153,2 Bedroom Flat Upstairs,2 bedroom flat / apartment for rent,2,2,3,0,"Sangotedo, Ajah, Lagos",Ajah,1000000
153,Lovely One Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Agungi, Lekki, Lagos",Lekki,1700000
153,Luxury 4 Bedroom Terrace House,4 bedroom flat / apartment for rent,4,4,5,2,"Ikate, Lekki, Lagos",Lekki,8000000
153,Luxury 2 Bedroom Flat Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Victoria Island (VI), Lagos",Victoria Island,12000000
153,Luxury 3 Bedroom Flat For Office Use,3 bedroom flat / apartment for rent,3,3,4,2,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,4000000
153,Newly Built 2bed At A Good Location,2 bedroom flat / apartment for rent,2,3,3,8,"Abesan Extention Aboru Ipaja Road Lagos, Ipaja, Lagos",Ipaja,700000
153,Luxury 3 Bedroom Flat/apartment,3 bedroom flat / apartment for rent,3,3,3,8,"Off Agumlejika Street, Ijesha, Surulere, Lagos",Surulere,1400000
153,Luxury And Furnished 4bedroom Flat,4 bedroom flat / apartment for rent,4,4,5,2,"Ikoyi, Banana Island, Ikoyi, Lagos",Ikoyi,25000000
153,Brand New And Spacious 2bedroom Flat In A Well Secured And Serene Esta,2 bedroom flat / apartment for rent,2,3,3,0,"Hosanna Estate, Ago Palace, Isolo, Lagos",Isolo,900000
153,Miniflat Upstairs At Shomolu On A Tarred Street,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Ilaje Road Close To The Bustop, Shomolu, Lagos",Shomolu,350000
153,Lovely 2bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Atlantic View Estate Off New Road, Igbo Efon, Lekki, Lagos",Lekki,1500000
153,Executive 2bedroom Flat In The Most Serene And Most Secured Environmen,2 bedroom flat / apartment for rent,2,3,3,0,"Century, Ago Palace, Isolo, Lagos",Isolo,1100000
154,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
154,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Ikota, Lekki, Lagos",Lekki,2000000
154,Newly Built Executive 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,6,"Shogunle, Oshodi, Lagos",Oshodi,1000000
154,Recently Built Modern Ensuites 4bd Fully Detached Duplex,4 bedroom flat / apartment for rent,4,4,5,2,"River Bank Estate, Opic, Ojodu Berger, Ojodu, Lagos",Ojodu,2500000
154,Beautiful Mini Flat,1 bedroom flat / apartment for rent,1,1,1,0,"Therannex Estate Sangotedo Ajah, Sangotedo, Ajah, Lagos",Ajah,700000
154,Brand New 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
154,Decent Serviced 2 Bedrooms Up Flat,2 bedroom flat / apartment for rent,2,2,3,6,"Charlie Boy, Gbagada, Lagos",Gbagada,1400000
154,Fully Serviced Mini Flat,1 bedroom flat / apartment for rent,1,1,1,0,"Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,2000000
154,Room And Parlour Self Contain,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Ikota, Lekki, Lagos",Lekki,1500000
154,Clean 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Ogombo, Ajah, Lagos",Ajah,1000000
154,"Spacious 3 Bedroom Flat With Bq, Swimming Pool & Gym,24hrs Light",3 bedroom flat / apartment for rent,3,3,4,5,"Ikoyi, Lagos",Ikoyi,12500000
154,"Nicely Built 3 Bedroom Flat With Bq, Swimming Pool And Gym,24hrs Light",3 bedroom flat / apartment for rent,3,3,4,3,"Shoreline Off Banana Road, Ikoyi, Lagos",Ikoyi,10000000
154,Luxury 1 Bedroom Flat ( Mini Flat ),1 bedroom mini flat (room and parlour) for rent,1,1,1,9,"Ojomu, Aguda, Surulere, Lagos",Surulere,650000
154,Newly Built 2bed In A Developed Area,2 bedroom flat / apartment for rent,2,3,3,6,"Abesan Extention Aboru Ipaja Road Lagos, Ipaja, Lagos",Ipaja,400000
154,5 Bedroom Duplex Share Apartment In Rockstone Estate Ajah,Self contain (single rooms) for rent,0,1,1,7,"Badore, Ajah, Lagos",Ajah,700000
154,Luxury 3 Bedroom Flat At A Beautiful Environ,3 bedroom flat / apartment for rent,3,3,3,8,"Dideolu Estate, Oniru, Victoria Island (VI), Lagos",Victoria Island,7000000
154,Well Maintained 2 Bedroom All Ensuite Apartment In An Estate,2 bedroom flat / apartment for rent,2,2,3,0,"Sangotedo, Ajah, Lagos",Ajah,900000
154,1 Bedroom Flat With A Balcony,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,2000000
154,Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Ogombo, Ajah, Lagos",Ajah,1000000
154,Fully Serviced One Room And Parlor Miniflat Available,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Lekki 1 Lagos, Lekki Phase 1, Lekki, Lagos",Lekki,2000000
154,Newly Built 2bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,0,"Ikorodu, Lagos",Ikorodu,500000
155,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
155,Luxury Mini Flat Wardrobe And Kitchen Cabinet,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ojodu Berger, Ojodu, Lagos",Ojodu,600000
155,Luxury Room And Parlor,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Chevyview Estate Chevron, Lekki, Lagos",Lekki,1800000
155,3bedroom Flat,3 bedroom flat / apartment for rent,3,4,4,7,"Unity Estate, Amuwo Odofin, Lagos",Odofin,2200000
155,Newly Built Luxury 3 Bedroom Fully Finished And Serviced Penthouse Flat,3 bedroom flat / apartment for rent,3,4,4,5,"Banana Island, Ikoyi, Lagos",Ikoyi,10000000
155,Spacious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,2,4,0,"Ikoyi, Lagos",Ikoyi,10000000
155,Newly Remodelled Luxury 2 Bedroom Fully Finished And Fully Serviced,2 bedroom flat / apartment for rent,2,3,3,5,"Ilasan, Lekki, Lagos",Lekki,1700000
155,Luxury Room And Palour,1 bedroom flat / apartment for rent,1,1,1,5,"Terranex Estate, Sangotedo, Ajah, Lagos",Ajah,700000
155,Brand New Luxury 1 Bedroom Furnished & Serviced Ground Floor Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,5,"Off Emma Abimbola Cole Street, Lekki Phase 1, Lekki, Lagos",Lekki,2200000
155,1 Bedroom Flat,1 bedroom flat / apartment for rent,1,1,1,1,"Agungi, Lekki, Lagos",Lekki,1200000
155,Newly Luxury Mini Flat With Prepaid Meter Very Spacious,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Off Moshalasji Road, Jibowu, Yaba, Lagos",Yaba,700000
155,Newly Built Luxury 1 Bedroom Fully Finished And Fully Self-serviced,1 bedroom flat / apartment for rent,1,1,1,5,"Orchid Hotel Hotel, Lekki Expressway, Lekki, Lagos",Lekki,1300000
155,Newly Built Luxury 2 Bedroom Fully Finished And Fully Self-serviced A,2 bedroom flat / apartment for rent,2,3,3,5,"Orchid Hotel Hotel, Lekki Lagos State., Lekki Expressway, Lekki, Lagos",Lekki,2500000
155,3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"Ikate Elegushi, Lekki, Lagos",Lekki,2800000
155,Newly Built Luxury 2 Bedroom Fully Finished And Serviced Apartment Pl,2 bedroom flat / apartment for rent,2,3,3,5,"Orchid Hotel Road, 2nd Toll Gate Lekki Lagos State., Lekki Expressway, Lekki, Lagos",Lekki,2500000
155,Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Off Fola Osibo, Lekki Phase 1, Lekki, Lagos",Lekki,5000000
155,Brand New Luxury 1 Bedroom Serviced Ground Floor Miniflat Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,5,"Osapa London Lekki,lagos State., Osapa, Lekki, Lagos",Lekki,2700000
155,Brand New Luxury 1 Bedroom Serviced Mini Flat Apartment With Air Conditioner,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Regal Seaview Estate, Lekki Phase 1, Lekki, Lagos",Lekki,2500000
155,Spacious And Well Built Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Chevron, Lekki, Lagos",Lekki,900000
155,Spacious And Well Built Mini Flat With Nice Fittings,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Chevron, Lekki, Lagos",Lekki,1800000
155,Lovely Serviced 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,1,"Off Fola Osibo,lekki Phase 1, Lagos, Lekki Phase 1, Lekki, Lagos",Lekki,5000000
156,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
156,Executive Luxury 1 Bedroom Self-serviced Miniflat With Air Conditioni,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Thomas Estate Ajah, Lagos State., Ajah, Lagos",Ajah,900000
156,Very Clean 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Victoria Island (VI), Lagos",Victoria Island,4000000
156,3 Bedroom Terrace Duplex,3 bedroom flat / apartment for rent,3,3,4,2,"General Paint, Sangotedo, Ajah, Lagos",Ajah,2500000
156,Fully Serviced 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,0,"Lekki Phase 1, Lekki, Lagos",Lekki,6000000
156,Spacious 3 Bedroom And Interlocked Estate,3 bedroom flat / apartment for rent,3,3,4,0,"Hope Vill Estate., Sangotedo, Ajah, Lagos",Ajah,1600000
156,Very Beautiful And Spacious 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,1,2,0,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,6000000
156,Self Serviced 3 Bedroom Flat With A Room Bq For Residential/office,3 bedroom flat / apartment for rent,3,3,4,0,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
156,2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,6500000
156,Lovely 1 Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Olive Garden Estate, Abijo, Lekki, Lagos",Lekki,550000
156,5 Units Of Mini Flat And 1 Unit Of 2 Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ikoyi, Lagos",Ikoyi,21000000
156,Brand Newest 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,3,0,"Olive Garden Estate, Abijo, Lekki, Lagos",Lekki,1000000
